,ID,Surveyed Date,Surveyed Time,Surveyed End Date,What brings you to this neighborhood today?,How often do you visit the neighborhood?,How much time do you typically spend when you visit?,How do you typically get to this neighborhood? Select Primary (next: secondary),How do you typically get to this neighborhood? (select secondary),How much money do you typically spend when you visit? (at businesses in the area),"In this neighborhood, how often do you recognize someone by face or name?",This neighborhood is clean and well-maintained?,This neighborhood is safe?,This neighborhood is attractive?,This neighborhood is active and lively?,This neighborhood is a place where its easy to talk to others? (who I may not have known before),This neighborhood has a strong identity?,This neighborhood is in an area with a lot of noise?,"When you visit the neighborhood, how often are you accompanied by anyone under 16 years old?","When you visit the neighborhood, how often are you accompanied by anyone over 65 years old?","When you visit the neighborhood, how often are you accompanied by anyone mobility assisted?","When you visit the neighborhood, how often are you accompanied by anyone who is a family member?",What year were you born?,Your gender identity?,Your ethnic identity?,Your racial identity?,What is your home zipcode?,Is it raining?,Location,Location Between,Location Between AND,Side of street for this interview,I live here,I work here,Passing through en route to somewhere else,Clinic,To meet friends,To shop,Dentist,Joining brother at the dentist,For music / art,Going to/from school,To dine / drink,Attractions,Fun,Fresh air,Volunteer,lat,lng,frmt_addrss,zipcode,area,lat_lng_geotype
56,9416551,06/02/2015,11:16:14,06/02/2015 11:18:00 AM,Passing through en route to somewhere else,,10-30 minutes,Bus,Bus,None,Never,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,,,,Never,Never,Never,Never,,Female,Hispanic or Latino,White,90027.0,No,Central Ave,,,East,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
57,9416552,06/02/2015,11:19:10,06/02/2015 11:21:00 AM,"I Work Here, Passing through en route to somewhere else",Daily,,Bus,Car,$5-10,Never,Moderately Disagree,,,Moderately Agree,Moderately Agree,,Moderately Agree,Sometimes,Never,Never,Sometimes,1982.0,Female,Hispanic or Latino,White,90003.0,No,Central Ave,,,East,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
58,9416553,06/02/2015,11:21:59,06/02/2015 11:25:00 AM,Passing through en route to somewhere else,Several times a month,30 minutes - 1 hour,Bus,On foot,Greater than $30,Never,,,Moderately Agree,,Moderately Agree,,,Sometimes,Never,Never,Sometimes,,Female,Hispanic or Latino,White,90015.0,No,Central Ave,,,East,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
59,9416554,06/02/2015,11:25:33,06/02/2015 11:28:00 AM,I Live Here,Daily,,On foot,Bus,$5-10,Sometimes,Moderately Agree,Moderately Disagree,Moderately Agree,,Moderately Agree,,Moderately Disagree,Never,Never,Never,Never,1967.0,Male,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
60,9416555,06/02/2015,11:32:39,06/02/2015 11:35:00 AM,"Passing through en route to somewhere else, clinic",Once a week,,Bus,Bus,Less than $5,Never,,Moderately Agree,Moderately Disagree,,Moderately Agree,,,Never,Never,Never,Never,1952.0,Male,Hispanic or Latino,White,91101.0,No,Central Ave,,,East,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
61,9416556,06/02/2015,11:49:08,06/02/2015 12:00:00 PM,To shop,Several times a month,30 minutes - 1 hour,Bus,Bus,Greater than $30,Sometimes,Moderately Disagree,,,,Moderately Agree,,,Never,Never,Never,Never,,Female,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
62,9416557,06/02/2015,12:00:17,06/02/2015 12:03:00 PM,To shop,Several times a month,30 minutes - 1 hour,Bus,On foot,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,,,Moderately Agree,,,Never,Never,Never,Sometimes,,Female,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
63,9416559,06/02/2015,12:03:03,06/02/2015 12:07:00 PM,I Live Here,Daily,30 minutes - 1 hour,On foot,Bus,$5-10,Often,Moderately Disagree,,,,Moderately Agree,,Moderately Agree,Never,Sometimes,Sometimes,Sometimes,1957.0,Male,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
64,9416560,06/02/2015,12:15:35,06/02/2015 12:31:00 PM,To shop,,10-30 minutes,Bus,Bus,None,Never,Moderately Agree,,,,,,,Sometimes,Never,Never,Sometimes,,Male,Hispanic or Latino,White,90016.0,No,Central Ave,,,East,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
65,9416561,06/02/2015,12:32:13,06/02/2015 12:35:00 PM,Passing through en route to somewhere else,Once a week,10-30 minutes,Bus,Bus,None,Never,Moderately Disagree,Moderately Disagree,Moderately Disagree,,Moderately Agree,,Moderately Agree,Never,Never,Never,Sometimes,,Male,Hispanic or Latino,White,,No,Central Ave,,,East,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
66,9416562,06/02/2015,12:35:17,06/02/2015 12:36:00 PM,Passing through en route to somewhere else,Once a week,10-30 minutes,Bus,Bus,None,Sometimes,Moderately Disagree,Moderately Disagree,,,Moderately Agree,,,Never,Sometimes,Never,Sometimes,,Female,Hispanic or Latino,White,,No,Central Ave,,,East,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
67,9416563,06/02/2015,12:37:18,06/02/2015 12:39:00 PM,I Live Here,Several times a week,10-30 minutes,On foot,On foot,$5-10,Sometimes,Moderately Disagree,Moderately Disagree,,,,,Moderately Agree,Never,Never,Never,Sometimes,,Female,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
68,9416564,06/02/2015,12:42:35,06/02/2015 12:45:00 PM,clinic,Several times a week,,Bus,Bus,None,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,,Female,Hispanic or Latino,White,90037.0,No,Central Ave,,,East,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
69,9470048,06/06/2015,12:44:13,06/06/2015 12:45:00 PM,Passing through en route to somewhere else,,10-30 minutes,Bus,Car,None,Never,Moderately Disagree,Moderately Disagree,,,,,Moderately Agree,Never,Never,Never,Never,,Male,Non-Hispanic,White,,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
70,9416565,06/02/2015,12:49:09,06/02/2015 12:52:00 PM,I Live Here,Daily,30 minutes - 1 hour,Bus,On foot,$10-30,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,,Moderately Agree,Sometimes,Never,Never,Sometimes,1975.0,Female,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
71,9416566,06/02/2015,13:00:38,06/02/2015 01:03:00 PM,I Live Here,Several times a week,,On foot,Bus,$10-30,Sometimes,Moderately Disagree,,Moderately Agree,,Moderately Agree,,,Never,Never,Never,Never,1977.0,Female,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
72,9418898,06/02/2015,14:07:28,06/02/2015 02:10:00 PM,Passing through en route to somewhere else,Several times a month,,Bus,Bus,None,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,,Moderately Agree,,Moderately Agree,Sometimes,Never,Never,Sometimes,,Female,Hispanic or Latino,Black,90058.0,No,Central Ave,,,East,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
73,9418899,06/02/2015,14:10:47,06/02/2015 02:12:00 PM,"Passing through en route to somewhere else, clinic",Several times a month,,Bus,Bus,None,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,,,Moderately Agree,Never,Never,Never,Sometimes,,Female,Hispanic or Latino,White,,No,Central Ave,,,East,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
74,9418900,06/02/2015,14:15:00,06/02/2015 02:18:00 PM,I Live Here,Daily,,On foot,Bus,Greater than $30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,,Moderately Agree,Sometimes,Never,Never,Never,1974.0,Female,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
75,9418901,06/02/2015,14:18:52,06/02/2015 02:28:00 PM,Passing through en route to somewhere else,Several times a month,10-30 minutes,Bus,Bus,$5-10,Never,Moderately Disagree,Moderately Disagree,Moderately Disagree,,Don't Know / No Opinion,,Moderately Agree,Never,Never,Never,Never,,Female,Non-Hispanic,Black,90011.0,No,Central Ave,,,East,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
76,9418903,06/02/2015,14:37:21,06/02/2015 02:39:00 PM,I Live Here,Daily,< 10 minutes,On foot,Bus,$10-30,Often,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Sometimes,Never,Never,Sometimes,1995.0,Female,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
77,9418904,06/02/2015,14:55:23,06/02/2015 02:56:00 PM,I Work Here,Daily,10-30 minutes,Bus,Car,None,Sometimes,Moderately Disagree,Moderately Agree,,,,,Moderately Agree,Never,Never,Never,Never,,Male,Non-Hispanic,Black,90028.0,No,Central Ave,,,East,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
78,9418905,06/02/2015,15:10:21,06/02/2015 03:14:00 PM,Passing through en route to somewhere else,,10-30 minutes,Bus,Bus,None,Sometimes,,Moderately Disagree,,,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,,Female,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
79,9418907,06/02/2015,15:17:17,06/02/2015 03:19:00 PM,Passing through en route to somewhere else,Daily,,Bus,On foot,$10-30,Often,Moderately Disagree,,,,,,Moderately Agree,Never,Never,Never,Never,1986.0,Female,Non-Hispanic,Black,90087.0,No,Central Ave,,,East,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
80,9418908,06/02/2015,15:51:23,06/02/2015 03:54:00 PM,I Live Here,Daily,10-30 minutes,On foot,Bus,Greater than $30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,,Moderately Agree,,Moderately Agree,Sometimes,Sometimes,Never,Sometimes,1955.0,Male,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
81,9418909,06/02/2015,16:27:19,06/02/2015 04:31:00 PM,I Live Here,Daily,30 minutes - 1 hour,On foot,Bus,$10-30,Often,Moderately Agree,,Moderately Agree,Moderately Agree,Moderately Agree,,,Often,Never,Never,Often,1976.0,Female,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
82,9418910,06/02/2015,16:34:13,06/02/2015 04:37:00 PM,Passing through en route to somewhere else,,,Bus,Bus,None,Never,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Agree,,,Never,Never,Never,Never,,Female,Hispanic or Latino,White,,No,Central Ave,,,East,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
83,9418911,06/02/2015,16:47:04,06/02/2015 04:49:00 PM,I Work Here,Daily,,Bus,Bus,None,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,,Moderately Agree,,,Never,Never,Never,Never,1988.0,Female,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
84,9418912,06/02/2015,17:00:55,06/02/2015 05:04:00 PM,dentist,,30 minutes - 1 hour,Car,Bus,Less than $5,Never,Moderately Disagree,,Moderately Disagree,Moderately Disagree,Moderately Agree,,,Never,Never,Never,Often,1996.0,Male,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
85,9418913,06/02/2015,17:04:01,06/02/2015 05:05:00 PM,joining brother at the dentist,,,Car,Bus,Less than $5,Never,Moderately Disagree,Moderately Disagree,Moderately Disagree,,Moderately Agree,,,Never,Never,Never,Sometimes,1998.0,Male,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,,,,,
86,9418915,06/02/2015,17:19:32,06/02/2015 05:33:00 PM,Passing through en route to somewhere else,Daily,10-30 minutes,Bus,Bus,None,Sometimes,,Moderately Disagree,Moderately Disagree,,Moderately Agree,,Moderately Agree,Sometimes,Never,Never,Sometimes,1968.0,Female,Hispanic or Latino,White,90011.0,No,Central Ave,,,East,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
87,9418916,06/02/2015,17:45:18,06/02/2015 05:48:00 PM,I Work Here,,,Bus,Bus,,Never,Moderately Disagree,Moderately Disagree,Strongly Disagree,,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,1960.0,Male,Hispanic or Latino,White,90015.0,No,Central Ave,,,East,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
88,9430775,06/03/2015,8:13:34,06/03/2015 08:17:00 AM,I Live Here,Daily,,On foot,Car,$10-30,Very often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Disagree,Never,Never,Never,Never,1972.0,Male,Non-Hispanic,White,90066.0,No,Venice Blvd,wade,Moore,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.00138889999999,-118.437982,Venice Boulevard & Wade Street,90066,Mar Vista,GEOMETRIC_CENTER
89,9430776,06/03/2015,8:17:13,06/03/2015 08:22:00 AM,"I Live Here,  For music / art",Daily,,Car,,$5-10,Often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Never,Never,Never,Never,1980.0,Female,Non-Hispanic,,90066.0,No,Venice Blvd,wade,Moore,South,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,34.00138889999999,-118.437982,Venice Boulevard & Wade Street,90066,Mar Vista,GEOMETRIC_CENTER
90,9430777,06/03/2015,8:26:15,06/03/2015 08:29:00 AM,I Live Here,Daily,,Car,Bus,$5-10,Never,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Disagree,Sometimes,Never,Never,Often,1999.0,Female,Non-Hispanic,Black,90066.0,No,Venice Blvd,beethoven,Moore,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
91,9430778,06/03/2015,8:49:15,06/03/2015 08:52:00 AM,"I Live Here, Passing through en route to somewhere else",Daily,,On foot,Bus,$10-30,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Don't Know / No Opinion,Never,Never,Never,Never,1978.0,Male,Non-Hispanic,White,90066.0,No,Venice Blvd,beethoven,Moore,South,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
92,9430779,06/03/2015,9:13:16,06/03/2015 09:16:00 AM,I Live Here,Daily,,On foot,,$10-30,Sometimes,Moderately Agree,Moderately Agree,,Moderately Agree,,Moderately Disagree,Moderately Agree,Never,Sometimes,Never,Sometimes,1981.0,Female,Non-Hispanic,White,90066.0,No,Venice Blvd,beethoven,Moore,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
93,9430781,06/03/2015,9:40:29,06/03/2015 09:43:00 AM,"I Live Here, Passing through en route to somewhere else",Daily,30 minutes - 1 hour,Car,On foot,$5-10,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,1978.0,Male,Non-Hispanic,White,90066.0,Yes,Venice Blvd,beethoven,Moore ,South,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
94,9430783,06/03/2015,11:02:23,06/03/2015 11:05:00 AM,"I Live Here, Going to/from school",Daily,,Bus,Car,$5-10,Never,Strongly Disagree,,Moderately Agree,Moderately Agree,,Moderately Agree,Moderately Agree,Never,Often,Never,Sometimes,1995.0,Female,Non-Hispanic,Asian,90066.0,No,Venice Blvd,beethoven,Moore,South,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
95,9515288,06/03/2015,11:06:55,06/03/2015 11:11:00 AM,I Live Here,Daily,,On foot,Bus,$5-10,Sometimes,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1994.0,Male,Non-Hispanic,White,90212.0,Yes,Venice Blvd,beethoven,Inglewood ,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
96,9430785,06/03/2015,11:08:48,06/03/2015 11:11:00 AM,I Live Here,Daily,,Car,On foot,Greater than $30,Never,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Often,Never,Never,Often,1958.0,Female,Non-Hispanic,White,90066.0,No,Venice Blvd,beethoven,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
97,9515289,06/03/2015,11:12:29,06/03/2015 11:18:00 AM,I Live Here,Several times a month,10-30 minutes,On foot,Car,$5-10,Sometimes,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Never,Sometimes,Never,Sometimes,1971.0,Male,Non-Hispanic,White,90066.0,Yes,Venice Blvd,beethoven,Inglewood ,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
98,9430787,06/03/2015,11:18:02,06/03/2015 11:21:00 AM,"I Live Here, Passing through en route to somewhere else",Daily,,Scooter/motorcycle,Bus,$10-30,Very often,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Moderately Disagree,Never,Never,Sometimes,Often,1991.0,Male,Non-Hispanic,Black,90066.0,No,Venice Blvd,beethoven,Moore,South,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
99,9515290,06/03/2015,11:20:31,06/03/2015 11:25:00 AM,I Live Here,Daily,< 10 minutes,Other,,$10-30,Very often,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Don't Know / No Opinion,Never,Never,Never,Never,1987.0,Male,Non-Hispanic,White,90066.0,No,Venice Blvd,beethoven,Inglewood ,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
100,9430788,06/03/2015,11:25:50,06/03/2015 11:28:00 AM,"I Live Here, Going to/from school",Daily,,Car,Bus,$10-30,Sometimes,Moderately Agree,,,,Moderately Agree,Moderately Disagree,Moderately Agree,Never,Never,Never,Never,1993.0,Male,Non-Hispanic,Asian,90066.0,Yes,Venice Blvd,moore st,Meier,North,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,34.0001831,-118.4404026,Venice Boulevard & Moore Street,90066,Mar Vista,GEOMETRIC_CENTER
