ID,Surveyed Date,Surveyed Time,Surveyed End Date,Q1. What brings you to this neighborhood today?,Q2. How often do you visit the neighborhood?,Q3. How much time do you typically spend when you visit?,Q4. How do you typically get to this neighborhood? Select Primary (next: secondary),Q5. How do you typically get to this neighborhood? (select secondary),Q6. How much money do you typically spend when you visit? (at businesses in the area),"Q7. In this neighborhood, how often do you recognize someone by face or name?",Q8. This neighborhood is clean and well-maintained,Q9. This neighborhood is safe,Q10. This neighborhood is attractive,Q11. This neighborhood is active and lively,Q12. This neighborhood is a place where it's easy to talk to others (who I may not have known before),Q13. This neighborhood has a strong identity,Q14. This neighborhood is in an area with a lot of noise,"Q15. When you visit the neighborhood, how often are you accompanied by anyone under 16 years old?","Q16. When you visit the neighborhood, how often are you accompanied by anyone over 65 years old?","Q17. When you visit the neighborhood, how often are you accompanied by anyone mobility assisted?","Q18. When you visit the neighborhood, how often are you accompanied by anyone who is a family member?",Q19. What year were you born?,Q20. Your gender identity:,Q21. Your ethnic identity:,Q22. Your racial identity:,Q23. What is your home zipcode?,Q25. SURVEYOR: Is it raining?,Q26. SURVEYOR: Location,Q27. Location Between __,Q28. Location Between AND __,Q29. SURVEYOR: Side of street for this interview
9543597,06/10/2015,9:46:35,06/10/2015 09:49:00 AM,I Work Here,Daily,,Car,Car,None,Very often,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Sometimes,Sometimes,Sometimes,Never,1975,Male,Non-Hispanic,White,,No,Hollywood,el cerrito,sycamore,North
9543598,06/10/2015,9:51:26,06/10/2015 09:53:00 AM,I Live Here,Daily,,Car,On foot,$10-30,Sometimes,Moderately Disagree,,Moderately Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1985,Male,Non-Hispanic,White,90046,No,Hollywood,sycamore,orange,North
9543599,06/10/2015,10:05:48,06/10/2015 10:08:00 AM,To shop,,30 minutes - 1 hour,On foot,Taxi,$5-10,Never,Moderately Disagree,,Moderately Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1991,Male,Non-Hispanic,White,,No,Hollywood,las palmas,cherokee,North
9543600,06/10/2015,10:26:15,06/10/2015 10:28:00 AM,To shop,,30 minutes - 1 hour,Car,On foot,$5-10,Never,Moderately Agree,Don't Know / No Opinion,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Never,Never,Often,1989,Female,Non-Hispanic,Asian,,No,Hollywood,el centro,gower,North
9543601,06/10/2015,10:35:52,06/10/2015 10:38:00 AM,Passing through en route to somewhere else,,30 minutes - 1 hour,Car,On foot,$5-10,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Never,Often,Often,Often,1954,Male,Non-Hispanic,Asian,,No,Hollywood,ivar,vine,South
9543602,06/10/2015,10:50:34,06/10/2015 10:53:00 AM,I Work Here,Daily,,Car,Car,$5-10,Often,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Sometimes,Sometimes,Sometimes,Never,1974,Male,Non-Hispanic,Black,,No,Hollywood,highland,mccadden,South
9584678,06/13/2015,11:08:15,06/13/2015 11:12:00 AM,Passing through en route to somewhere else,Several times a month,30 minutes - 1 hour,Bus,Bus,$5-10,Often,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Moderately Agree,Moderately Disagree,Never,Sometimes,Never,Sometimes,1942,Male,Hispanic or Latino,White,,No,Van Nuys,San Fernando,Laurel Canyon,West
9584679,06/13/2015,11:29:43,06/13/2015 11:32:00 AM,I Live Here,Daily,,On foot,Bus,$10-30,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,,,,,,,,Female,Hispanic or Latino,,91331,No,Van Nuys,,,West
9584680,06/13/2015,11:39:30,06/13/2015 11:43:00 AM,I Live Here,Daily,,On foot,Car,Greater than $30,Very often,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Often,Never,Never,Often,1976,Female,Hispanic or Latino,,91331,No,Van Nuys,,,West
9584681,06/13/2015,11:45:50,06/13/2015 11:51:00 AM,Passing through en route to somewhere else,Once a week,,Bus,On foot,Greater than $30,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,,Don't Know / No Opinion,Never,Sometimes,Never,Sometimes,,Female,Hispanic or Latino,,,No,Van Nuys,,,West
9584682,06/13/2015,12:23:59,06/13/2015 12:25:00 PM,I Live Here,Daily,,On foot,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,,Moderately Disagree,,Moderately Agree,Never,Never,Never,Never,,Female,Non-Hispanic,Black,91331,No,Van Nuys,,,West
9584683,06/13/2015,12:33:44,06/13/2015 12:36:00 PM,I Live Here,Daily,,On foot,On foot,Greater than $30,Never,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Often,Never,Never,Sometimes,1992,Female,Hispanic or Latino,,91331,No,Cesar Chavez,,,West
9584684,06/13/2015,12:47:35,06/13/2015 12:50:00 PM,Passing through en route to somewhere else,Several times a month,,Streetcar/Train,Bus,$10-30,Sometimes,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Never,Never,Never,Sometimes,1961,Female,Hispanic or Latino,,91387,No,Van Nuys,,,West
9584685,06/13/2015,12:50:33,06/13/2015 12:53:00 PM,I Live Here,Daily,,On foot,Bus,$10-30,Often,Moderately Agree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Never,1997,Male,Hispanic or Latino,,91331,No,Van Nuys,,,West
9584686,06/13/2015,12:53:44,06/13/2015 12:56:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Bus,None,Never,,Moderately Disagree,,Moderately Agree,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,,Female,Hispanic or Latino,,91406,No,Van Nuys,,,West
9584687,06/13/2015,13:04:33,06/13/2015 01:07:00 PM,I Work Here,Several times a month,30 minutes - 1 hour,Bus,Bus,None,Never,,,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,1976,Male,Hispanic or Latino,,91405,No,Van Nuys,,,West
9584688,06/13/2015,13:07:48,06/13/2015 01:10:00 PM,I Live Here,Daily,,On foot,Bus,$10-30,Often,Moderately Agree,Moderately Agree,,,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1996,Female,Hispanic or Latino,,91331,No,Van Nuys,,,West
9584689,06/13/2015,13:10:46,06/13/2015 01:13:00 PM,To shop,Several times a month,30 minutes - 1 hour,Bus,Bus,Less than $5,Sometimes,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,,Female,Hispanic or Latino,,91402,No,Van Nuys,,,West
9584690,06/13/2015,13:13:31,06/13/2015 01:14:00 PM,"Passing through en route to somewhere else, To shop",Several times a month,30 minutes - 1 hour,Bus,Bus,$5-10,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,,,Moderately Agree,Never,Never,Never,Sometimes,1999,Female,Hispanic or Latino,,,No,Van Nuys,,,West
9584691,06/13/2015,13:14:53,06/13/2015 01:18:00 PM,"Passing through en route to somewhere else, To shop",Several times a month,30 minutes - 1 hour,Bus,Bus,Greater than $30,Never,,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,,Moderately Agree,Often,Often,Never,Often,1975,Female,Hispanic or Latino,,91402,No,Van Nuys,,,West
9584692,06/13/2015,13:18:01,06/13/2015 01:18:00 PM,"Passing through en route to somewhere else, To shop",Several times a month,30 minutes - 1 hour,Bus,Bus,$10-30,Never,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,,Moderately Agree,Often,Never,Never,Often,,Female,Hispanic or Latino,,,No,Van Nuys,,,West
9584693,06/13/2015,13:21:04,06/13/2015 01:23:00 PM,I Live Here,Daily,30 minutes - 1 hour,On foot,Bus,Less than $5,Sometimes,Moderately Disagree,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1997,Male,Hispanic or Latino,,91331,No,Van Nuys,,,West
9584694,06/13/2015,13:23:33,06/13/2015 01:27:00 PM,Passing through en route to somewhere else,Several times a month,,Bus,Bus,$5-10,Sometimes,Moderately Agree,Moderately Disagree,,Moderately Agree,Moderately Agree,,Moderately Agree,Sometimes,Never,Never,Sometimes,1989,Female,Hispanic or Latino,,,No,Van Nuys,,,West
9584695,06/13/2015,13:34:50,06/13/2015 01:37:00 PM,Passing through en route to somewhere else,Once a week,10-30 minutes,Bus,Bus,$5-10,Sometimes,Moderately Agree,,Moderately Agree,Moderately Agree,Moderately Agree,,,Never,Never,Never,Never,,Female,Hispanic or Latino,,91342,No,Van Nuys,,,West
9584696,06/13/2015,13:38:33,06/13/2015 01:41:00 PM,I Live Here,Several times a month,10-30 minutes,Bus,On foot,None,Sometimes,Don't Know / No Opinion,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Don't Know / No Opinion,Moderately Agree,Often,Never,Never,Often,1970,Female,Hispanic or Latino,,91340,No,Van Nuys,,,West
9584697,06/13/2015,13:41:32,06/13/2015 01:42:00 PM,I Live Here,Several times a month,10-30 minutes,Bus,Bus,None,Sometimes,Moderately Disagree,,Moderately Disagree,Moderately Agree,,,Moderately Agree,Never,Never,Never,Often,2001,Male,Hispanic or Latino,,,No,Van Nuys,,,West
9584699,06/13/2015,13:43:04,06/13/2015 01:45:00 PM,I Live Here,Once a month,10-30 minutes,Bus,Bus,$5-10,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Often,Never,Never,,Female,Non-Hispanic,Black,91340,No,Van Nuys,,,West
9584700,06/13/2015,13:45:16,06/13/2015 01:46:00 PM,I Live Here,Several times a month,10-30 minutes,Bus,Bus,$5-10,Often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,,Female,Non-Hispanic,Black,91331,No,Van Nuys,,,West
9584701,06/13/2015,13:46:26,06/13/2015 01:48:00 PM,I Live Here,Daily,30 minutes - 1 hour,On foot,Bus,,Sometimes,Moderately Disagree,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,1997,Female,Hispanic or Latino,,91331,No,Van Nuys,,,West
9584702,06/13/2015,14:11:53,06/13/2015 02:36:00 PM,I Live Here,Daily,,Bus,Bus,$5-10,Often,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1993,Male,Non-Hispanic,Black,91342,No,Van Nuys,,,West
9584703,06/13/2015,14:36:12,06/13/2015 02:39:00 PM,Passing through en route to somewhere else,Several times a month,10-30 minutes,Bus,Bus,None,Never,Moderately Agree,Moderately Disagree,,Moderately Agree,Moderately Disagree,,,Never,Never,Never,Never,1949,Female,Hispanic or Latino,,91331,No,Van Nuys,,,West
9584704,06/13/2015,14:40:03,06/13/2015 02:43:00 PM,Passing through en route to somewhere else,Several times a week,,Bus,On foot,$5-10,Often,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Often,Never,Never,Often,1997,Female,Hispanic or Latino,,91343,No,Van Nuys,,,West
9584705,06/13/2015,14:43:17,06/13/2015 02:47:00 PM,I Live Here,Several times a week,30 minutes - 1 hour,Bus,Bus,Greater than $30,Often,,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Don't Know / No Opinion,Sometimes,Sometimes,Sometimes,Sometimes,1955,Female,Hispanic or Latino,,91331,No,Van Nuys,,,West
9584706,06/13/2015,14:49:52,06/13/2015 02:54:00 PM,I Live Here,Daily,,Bus,On foot,$5-10,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Never,Never,Never,Never,1983,Male,Non-Hispanic,White,91402,No,Van Nuys,,,West
9584707,06/13/2015,14:54:39,06/13/2015 02:56:00 PM,Passing through en route to somewhere else,,< 10 minutes,Bus,Bus,None,Never,Moderately Agree,Moderately Disagree,,,,,,,,,,,Female,Hispanic or Latino,,,No,Van Nuys,,,West
9584708,06/13/2015,14:56:50,06/13/2015 03:01:00 PM,I Live Here,Several times a week,30 minutes - 1 hour,On foot,Bus,$10-30,Often,Moderately Disagree,,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Agree,Never,Never,Never,Often,,Female,Hispanic or Latino,,91331,No,Van Nuys,,,West
9584709,06/13/2015,15:01:23,06/13/2015 03:02:00 PM,I Live Here,Several times a week,30 minutes - 1 hour,On foot,Bus,$5-10,Sometimes,,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,,Female,Hispanic or Latino,,91331,No,Van Nuys,,,West
9586615,06/13/2015,15:46:36,06/13/2015 03:49:00 PM,I Work Here,Once a week,10-30 minutes,Bus,Bus,$5-10,Sometimes,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,1990,Male,Hispanic or Latino,,91304,No,Van Nuys,,,West
9586616,06/13/2015,15:50:15,06/13/2015 03:57:00 PM,Passing through en route to somewhere else,Once a month,30 minutes - 1 hour,Car,Car,$10-30,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Never,Never,Never,Never,1965,Female,Hispanic or Latino,,90049,No,Van Nuys,,,West
9586617,06/13/2015,16:03:17,06/13/2015 04:07:00 PM,Passing through en route to somewhere else,,,Bus,Bus,None,Never,,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,,Moderately Agree,Never,Never,Never,Never,1958,Female,Hispanic or Latino,,,No,Van Nuys,,,West
9586618,06/13/2015,16:56:06,06/13/2015 04:58:00 PM,I Live Here,Once a week,30 minutes - 1 hour,Car,Bus,None,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,,Never,Never,Never,Never,1997,Male,Hispanic or Latino,,,No,Van Nuys,,,West
9586619,06/13/2015,16:58:21,06/13/2015 05:00:00 PM,Passing through en route to somewhere else,,10-30 minutes,Bus,Bus,$5-10,Never,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Disagree,Never,Never,Never,Never,1975,Male,Hispanic or Latino,,91356,No,Van Nuys,,,West
9586620,06/13/2015,17:17:00,06/13/2015 05:20:00 PM,To meet friends,Several times a week,,Bus,Bus,None,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,,Male,Hispanic or Latino,,,No,Van Nuys,,,West
9586621,06/13/2015,17:42:28,06/13/2015 05:46:00 PM,"I Live Here, Passing through en route to somewhere else",Daily,30 minutes - 1 hour,On foot,Bus,Greater than $30,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Often,Never,Never,Sometimes,1999,Female,Hispanic or Latino,,91331,No,Van Nuys,,,West
9586622,06/13/2015,17:46:11,06/13/2015 05:47:00 PM,Passing through en route to somewhere else,Several times a week,30 minutes - 1 hour,Bus,Bus,$5-10,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Don't Know / No Opinion,Moderately Agree,Often,Never,Never,,1999,Female,Non-Hispanic,White,,No,Van Nuys,,,West
9703277,06/20/2015,10:58:59,06/20/2015 11:03:00 AM,To shop,Several times a week,30 minutes - 1 hour,Car,,$10-30,Never,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Often,Never,Never,Often,1981,Male,Non-Hispanic,White,90066,No,Venice Blvd,"Beethoven inglewood

",,West
9679509,06/20/2015,11:12:37,06/20/2015 11:20:00 AM,"I Work Here, To meet friends",Once a week,,Bus,,$10-30,Very often,,Moderately Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Never,Never,Never,Never,,Male,Hispanic or Latino,White,90002,No,Central Ave,Vernon,43rd,East
9703278,06/20/2015,11:21:17,06/20/2015 11:24:00 AM,To dine / drink,,,Car,Car,$10-30,Never,,Moderately Agree,,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Never,Never,Never,Never,1989,Female,Non-Hispanic,Asian,90017,No,Venice Blvd,Beethoven,Inglewood,South
9679510,06/20/2015,11:23:40,06/20/2015 11:30:00 AM,"I Live Here, I Work Here",Daily,30 minutes - 1 hour,On foot,,,Very often,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Sometimes,Never,Never,Sometimes,1967,Male,,White,90006,No,Central Ave,43rd,Vernon,East
9703279,06/20/2015,11:29:31,06/20/2015 11:32:00 AM,I Live Here,Daily,,Bus,On foot,$10-30,Sometimes,Moderately Agree,Moderately Agree,Don't Know / No Opinion,Moderately Disagree,,Strongly Disagree,Moderately Agree,Never,Never,Never,Often,1986,Male,Hispanic or Latino,Hispanic,90066,No,Venice Blvd,Beethhoven,Inglewood,South
9679511,06/20/2015,11:35:50,06/20/2015 11:40:00 AM,I Live Here,Daily,,Bus,On foot,$10-30,Never,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Sometimes,Often,Sometimes,Sometimes,1989,Male,Hispanic or Latino,Hispanic,90011,No,Central Ave,42nd ,43rd,East
9703280,06/20/2015,11:44:14,06/20/2015 11:48:00 AM,I Work Here,Once a week,,Bus,Bus,None,Very often,Strongly Agree,Strongly Agree,Moderately Agree,Moderately Disagree,,Strongly Disagree,Moderately Agree,Never,Never,Never,Never,1958,Male,Non-Hispanic,Asian,90291,No,Venice Blvd,Beethoven,Inglewood,South
9679512,06/20/2015,11:47:47,06/20/2015 11:53:00 AM,To meet friends,Once a month,10-30 minutes,On foot,,$5-10,Often,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Never,Never,,Often,1972,Male,Hispanic or Latino,,90003,No,Central Ave,41st,40th,East
9679802,06/20/2015,12:29:25,06/20/2015 12:35:00 PM,"I Live Here,  To meet friends, fresh air",Several times a week,,On foot,,$10-30,Very often,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Agree,Never,Never,Often,Sometimes,,Male,Non-Hispanic,Black,90011,No,Central Ave,,,East
9679803,06/20/2015,12:35:03,06/20/2015 12:38:00 PM,"I Live Here, Passing through en route to somewhere else",,10-30 minutes,Bus,On foot,$10-30,Sometimes,Moderately Agree,Don't Know / No Opinion,Moderately Agree,Strongly Agree,Moderately Agree,,Moderately Agree,Never,Sometimes,Sometimes,Sometimes,,Male,Non-Hispanic,Black,,No,Central Ave,Vernon ,43rd,East
9679805,06/20/2015,12:41:29,06/20/2015 12:47:00 PM,"I Live Here, Passing through en route to somewhere else",,10-30 minutes,Bus,On foot,Less than $5,Very often,Don't Know / No Opinion,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Never,Often,Often,Often,1942,Male,Non-Hispanic,Black,90011,No,Central Ave,43,Vernon ,East
9703282,06/20/2015,12:51:43,06/20/2015 12:55:00 PM,I Live Here,Once a week,< 10 minutes,Bus,Bus,$5-10,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,,Moderately Agree,Never,Never,Never,Never,1979,Male,Non-Hispanic,White,90016,No,Venice Blvd,Beethoven,Inglewood,North
9703283,06/20/2015,13:10:45,06/20/2015 01:14:00 PM,"I Live Here, I Work Here",Daily,10-30 minutes,Bike,Bus,$5-10,Often,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1989,Male,Non-Hispanic,White,90066,No,Venice Blvd,Inglewood ,Beethoven ,North
9679956,06/20/2015,13:12:56,06/20/2015 01:20:00 PM,I Work Here,Daily,,Bus,Car,Greater than $30,Very often,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Often,Often,Often,Often,1959,Male,Hispanic or Latino,,90255,No,Central Ave,Mlk,Mlk,West
9679957,06/20/2015,13:26:45,06/20/2015 01:31:00 PM,I Live Here,Daily,,Car,,$5-10,Very often,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Often,Never,Never,Often,1990,Male,Non-Hispanic,Los Angeles American,90011,No,Central Ave,40,Mlk,West
9703284,06/20/2015,13:31:53,06/20/2015 01:34:00 PM,I Live Here,Daily,,Bike,Car,Greater than $30,Never,,Moderately Disagree,,,Moderately Disagree,Moderately Disagree,Moderately Agree,Never,Never,Never,Never,1979,Male,Non-Hispanic,White,90066,No,Venice Blvd,Inglewood ,Beethoven ,South
9680228,06/20/2015,13:54:55,06/20/2015 01:58:00 PM,To shop,Daily,30 minutes - 1 hour,Bike,,$10-30,Very often,Don't Know / No Opinion,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,,Moderately Agree,Never,Never,Never,Sometimes,1992,Male,Non-Hispanic,Black,90059,No,Central Ave,42,41,West
9680229,06/20/2015,14:04:44,06/20/2015 02:07:00 PM,I Work Here,,,Car,,None,Never,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Agree,Don't Know / No Opinion,Strongly Agree,Never,Never,Never,Never,1991,Female,Hispanic or Latino,Hispanic,90715,No,Central Ave,Vernon ,43rd,West
9703285,06/20/2015,14:05:36,06/20/2015 02:08:00 PM,Passing through en route to somewhere else,,< 10 minutes,Bus,On foot,None,Never,,Moderately Agree,,Strongly Agree,,,Moderately Disagree,Never,Never,Never,Never,1990,Female,Hispanic or Latino,WhitehispAnic,90004,No,Venice Blvd,Inglewood ,Beethoven ,South
9703286,06/20/2015,14:10:40,06/20/2015 02:13:00 PM,For music / art,Several times a month,,Bike,Other,Greater than $30,Sometimes,Moderately Agree,Moderately Agree,,Moderately Agree,Don't Know / No Opinion,Moderately Disagree,Moderately Disagree,Never,Never,Never,Sometimes,1986,Male,Non-Hispanic,White,90230,No,Venice Blvd,Beethoven ,Inglewood ,South
9680230,06/20/2015,14:11:59,06/20/2015 02:17:00 PM,Passing through en route to somewhere else,Several times a month,10-30 minutes,Bus,,Greater than $30,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Don't Know / No Opinion,Moderately Agree,Moderately Disagree,Never,Never,Never,Never,1971,Male,Hispanic or Latino,el salvadorian,90031,No,Central Ave,43rd,43rd,East
9703287,06/20/2015,14:14:56,06/20/2015 02:18:00 PM,volunteer ,,,Bus,Streetcar/Train,None,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Strongly Disagree,Never,Never,Never,Never,1991,Female,Hispanic or Latino,White,90007,No,Venice Blvd,Inglewood ,Beethoven ,South
9680390,06/20/2015,14:22:11,06/20/2015 02:26:00 PM,I Live Here,,,Bus,On foot,$5-10,Sometimes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Disagree,Never,Often,Often,Never,,Male,Hispanic or Latino,,,No,Central Ave,43rd,43rd,East
9703288,06/20/2015,14:22:31,06/20/2015 02:27:00 PM,volunteer,Several times a week,,Bus,Car,$10-30,Never,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Never,Never,Never,Never,1991,Female,Non-Hispanic,Black,90305,No,Venice Blvd,Beethoven ,Inglewood ,South
9680391,06/20/2015,14:28:01,06/20/2015 02:31:00 PM,Passing through en route to somewhere else,Once a month,10-30 minutes,Bus,,$10-30,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Disagree,Never,Never,Never,Never,,Female,Hispanic or Latino,mexicana,,No,Central Ave,42nd ,43,West
9703289,06/20/2015,14:28:10,06/20/2015 02:30:00 PM,I Live Here,Daily,10-30 minutes,Car,,$10-30,Sometimes,Moderately Agree,Don't Know / No Opinion,Moderately Disagree,Moderately Agree,Moderately Disagree,,Moderately Agree,Never,Never,Never,Often,1982,Female,Non-Hispanic,Asian,90066,No,Venice Blvd,Beethoven ,Inglewood ,South
9680392,06/20/2015,14:36:34,06/20/2015 02:42:00 PM,I Work Here,Daily,,Car,On foot,Less than $5,Sometimes,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Often,,Female,Non-Hispanic,Black,90011,No,Central Ave,Vernon ,43rd,East
9703290,06/20/2015,14:42:09,06/20/2015 02:44:00 PM,To dine / drink,Several times a month,,Car,Car,Greater than $30,Never,Moderately Agree,,Moderately Disagree,Moderately Agree,,Moderately Disagree,Moderately Agree,Never,Never,Never,Sometimes,1986,Male,Non-Hispanic,White,90404,No,Venice Blvd,Inglewood ,Beethoven ,North
9703291,06/20/2015,14:45:00,06/20/2015 02:48:00 PM,I Live Here,Daily,,Bus,Other,$5-10,Very often,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Never,Never,Never,Sometimes,1999,Male,Hispanic or Latino,Asian,90066,No,Venice Blvd,Beethoven ,Inglewood ,South
9703292,06/20/2015,14:51:04,06/20/2015 02:54:00 PM,I Live Here,Daily,,Bus,Other,Greater than $30,Never,Strongly Agree,Moderately Disagree,Don't Know / No Opinion,Strongly Agree,Strongly Agree,,Strongly Disagree,Sometimes,Never,Never,Often,1992,Male,Hispanic or Latino,Hispanic ,90066,No,Venice Blvd,Inglewood ,Beethoven ,South
9703293,06/20/2015,15:07:55,06/20/2015 03:09:00 PM,To dine / drink,Several times a month,30 minutes - 1 hour,Car,Car,$10-30,Never,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,,Strongly Disagree,Moderately Disagree,Never,Never,Never,Sometimes,1989,Female,Non-Hispanic,AsianWhite,90401,No,Venice Blvd,Beethoven ,Inglewood ,North
9703294,06/20/2015,15:37:19,06/20/2015 03:39:00 PM,I Live Here,Daily,< 10 minutes,Bus,On foot,Less than $5,Often,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,,,Moderately Disagree,Never,Never,Never,Often,1990,Male,Hispanic or Latino,White,90066,No,Venice Blvd,Beethoven ,Inglewood ,North
9680941,06/20/2015,15:45:05,06/20/2015 03:49:00 PM,I Work Here,,,Car,,$5-10,Never,Moderately Agree,Moderately Agree,Don't Know / No Opinion,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Never,Never,Never,Never,1991,Female,,,,No,Central Ave,41st,42nd,East
9680942,06/20/2015,15:50:09,06/20/2015 03:58:00 PM,I Work Here,Several times a week,,On foot,,$10-30,Sometimes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Moderately Agree,Sometimes,Often,Often,Never,1960,Male,Hispanic or Latino,Latino ,,No,Central Ave,41,41 place,West
